word,tag
Co. din STRAJA - VICOVU DE SUS,abbr
- Pl.:,form
"dumenci,-ce",hi
-Et.nec.,form
DUMENECĂ,orth
s.f.v.,gramGrp
s.f.v.,MorfDef
duminică.,hi
DUMENICĂ,orth
s.f.v.,gramGrp
s.f.v.,MorfDef
duminică.,hi
DUMEREALĂ,orth
s.f.v.,gramGrp
s.f.v.,MorfDef
dumireală.,hi
DUMERI,orth
vb. IV v.,gramGrp
s.f.v.,MorfDef
dumiri.,hi
DUMERIRE,orth
s.f.v.,gramGrp
s.f.v.,MorfDef
dumirire.,hi
DUMERIT,orth
adj. v.,gramGrp
adj. v.,MorfDef
dumirit.,hi
DUMESNIC,orth
adj. v.,gramGrp
adj. v.,MorfDef
domestic.,hi
DUMESNICI,orth
vb. IV v.,gramGrp
vb. IV v.,MorfDef
domestici.,hi
DUMESNICIE,orth
s.f.v.,gramGrp
s.f.v.,MorfDef
domesticie.,hi
DUMESNICIRE,orth
s.f.v.,gramGrp
s.f.v.,MorfDef
domesticire.,hi
DUMESNICIT,orth
adj. v.,gramGrp
adj.v.,MorfDef
domesticit.,hi
DUMESTEC,orth
adj.v.,gramGrp
adj.v.,MorfDef
domestic.,hi
DUMESTIC,orth
adj.s.m.v.,gramGrp
adj.s.m.v.,MorfDef
domestic.,hi
DUMESTICIT,orth
adj.v.,gramGrp
adj.v.,MorfDef
domesticit.,hi
"DUMESTNIC,-Ă",orth
adj.v.,gramGrp
adj.v.,MorfDef
domestic.,hi
DUMESTNICI,orth
vb. IV v.,gramGrp
vb. IV v.,MorfDef
domestici.,hi
DUMESTNICIT,orth
adj.v.,gramGrp
adj.v.,MorfDef
domestnicit.,hi
DUMEȘNIC,orth
adj.v.,gramGrp
adj.v.,MorfDef
domestic.,hi
DUMETA,orth
pron. de politețe v.,gramGrp
pron. de politețe v.,MorfDef
dumneata.,hi
DUMI,orth
vb. IV v.,gramGrp
vb. IV v.,MorfDef
dumăi.,hi
DUMIALUI,orth
pron. de politețe v,gramGrp
pron. de politețe v,MorfDef
dumăi.,hi
DUMIATA,orth
pron. de politețe v,gramGrp
pron. de politețe v,MorfDef
dumneata.,hi
DUMIAVOASTRĂ,orth
pron. de politețe v,gramGrp
pron. de politețe v,MorfDef
dumneavostră.,hi
DUMICA,orth
vb. I.,gramGrp
vb. I.,MorfDef
Tranz,hi
1. (Folosit și,RegDef
absol.,hi
(1).,hi
"Și popa demicând Svântul Agneț în patru, cu socotire și cu smerenie, zice",hi
"DOSOFTEI, L. 95",abbr
El fiarse fiertură și dumică pâine în scafă.,hi
"BIBLIA (1688), 693/41",abbr
"cf.LB, VALIAN,V.,POLIZU,PONTBRIANT, D.",abbr
"Când pui lapte acru-n strachină și mămăligă, dumică cu lingura mămăliga...ca s-ai prunci multișori",hi
"JIPESCU, ap., TDRG.",abbr
Nalba noi vom dumica Și pe voi vom ospăta.,hi
"MARIAN, NU., 535, cf. DDRF, ALEXI, W.",abbr
"Iea o altă bucățică de rădăcină, o dumică bine, o amestecă cu ceapă",hi
"N. LEON, MED. 69, cf. ȘĂINEANU2",abbr
"Laptele din putine se făcuse acum steregheață; baciul își sumesese din nou mânecile, vârî mâna-n ea.. și prinse a o dumica.",hi
"LUNGIANU, CL. 105",abbr
DUNĂREANCĂ,orth
s.f.,gramGrp
subst.,MorfDef
s.f.,MorfDef
1.,hi
Dunărencele sunt femei puternice.,hi
(Adjectival),usg
Femeile dunărence au costume specifice.,hi
(De obicei art.),usg
Numele unui dans popular; melodie după care se execută acest dans,RegDef
"Jocurile călușarilor sunt: bătuta, chindia, dunăreanca, băltăreasca",hi
"PAMFILE, S. V. 69, cf. VARONE, JOC.ROM.N.72, H IX 174",abbr
-PL.:,form
dunete.,hi
-Din fr.,form
dunette.,hi
DUNĂREANȚ,orth
s.n.v.,gramGrp
s.n.v.,MorfDef
dunărinț.,hi
DUNĂRENȚ,orth
s.n.v.,gramGrp
s.n.v.,MorfDef
dunărinț.,hi
DUNĂRESC,orth
adj.,gramGrp
adj.,MorfDef
"Referitor la Dunăre, care aparține Dunării",RegDef
Pe malul dunăresc,hi
MAT.FOLK. I 273,abbr
"ALR II 4 365/36, 531.",abbr
-PL.:,form
dunărești.,hi
-,form
Dunăre,hi
-esc,hi
DUNĂRINȚ,orth
s.n.,gramGrp
s.n.,MorfDef
(Prin.Ban.),usg
"Vânt ce bate dinspre Dunăre, din direcția sud, sud-vest",RegDef
"Cf. PAMFILE, VĂZD. 54, CADE,BOCEANU,GL., CHEST. IV 85/22",abbr
-Și.:,form
dunăreț.,hi
dunăreanț.,hi
-Cf.,form
Dunăre,hi
DUNĂRINȚĂ,orth
s.f.,gramGrp
s.f.,MorfDef
(Regional),usg
"Pește înrudit cu zvârluga, dar cu petele laterale mult mai mari și coloritul violaceu, care trăiește numai în Dunăre",RegDef
(Cobitis bulgarica),hi
"Cf. C.ANTONESCU, P.97",abbr
-Pl.:,form
dunărințe.,hi
-Cf.,form
Dunăre,hi
DUNĂRIUȚĂ,orth
s.f.,gramGrp
s.f.,MorfDef
(Regional),usg
Joc acompaniat de lăutari. nedefinit mai îndeaproape,RegDef
"Cf. PAMFILE, J. III, 16, SFC IV, 145,147",abbr
-Pronunțat:,form
-ri-u.,hi
dunăriuțe,hi
-Et.nec.,form
DUNCHEMAN,orth
s.m.,gramGrp
s.m.,MorfDef
(Nav.),usg
Fochist la caldarină,RegDef
"Cf. CADE, D. MAR.",abbr
-Scris și:,form
dunkeman.,hi
dunchemani,hi
-Din germ.,form
Dunkelmann,hi
DUNDAR,orth
s.m.,gramGrp
subst.,MorfDef
(Regional; cu sens colectiv),usg
Mulțime de oameni aflată într-o casă (Godinești-Tismana),RegDef
"Cf. GR.S.V.,120",abbr
-Din sb.,form
dundar,hi
DUNETĂ,orth
s.f.,gramGrp
s.f.,MorfDef
"Punte mică ridicată deasupra punții principale la pupa unei nave, unde sunt amenajate cabinele echipajului",RegDef
"Comandantul, zi și noapte pe dunetă.., observa mersul corabiei.",hi
"GHICA, C.E.I,22, cf.DDRF, ALEXI, W., CADE, ABC MAR",abbr
"La pupă, pe dunetă, toate erau împodobite cu bun gust",hi
"BART S.M. 26,cf. SCRIBAN, D.",abbr
Ușa unei cabine de sub dunetă se deschise,hi
"TUDORAN, P. 458, cf.DER, DEX, DN3",abbr
"Punte mică ridicată deasupra punții principale la pupa unei nave, unde sunt amenajate cabinele echipajului",RegDef
"Comandantul, zi și noapte pe dunetă.., observa mersul corabiei.",hi
"GHICA, C.E.I,22, cf.DDRF, ALEXI, W., CADE, ABC MAR",abbr
"La pupă, pe dunetă, toate erau împodobite cu bun gust",hi
"BART S.M. 26,cf. SCRIBAN, D.",abbr
Ușa unei cabine de sub dunetă se deschise,hi
"TUDORAN, P. 458, cf.DER, DEX, DN3",abbr
(Prin ANALOGIE),usg
"De pe duneta mesei de scris, despre elan, Voi consulta impresiile lui Melville.",hi
", VULPESC, P.10",abbr
- Pl.:,form
dunete.,hi
- Din fr.,form
dunette,hi
DUNGĂ,orth
vb. I,gramGrp
vb. I,MorfDef
Tranz,hi
A trage sau a trasa dungi,RegDef
(1.),hi
ext.,hi
"PONTBRIANT, D., LM",abbr
"Credeți că un volovan...dungat cu zgârieturi paralel, deșteaptă atâta poezie în mintea unui om lipsit de știință.",hi
"CONTEMPORANUL, I, 345",abbr
Tulpina ei,hi
"dungată cu șanțuri în lung, e acoperită de un praf verzui",hi
"VOICULESCU, L. 55",abbr
La clasa a 7-a m-am înfățișat cu mâneca tunicii dungată...de doua galoane de rănit,hi
"MIHĂESCU, D.A. 11.",abbr
"Părul altădată blond, era acum dungat de șuvițe cărunte",hi
"CONTEMP. 1975, NR. 1 477, Cf. DEX2",abbr
- Prez. ind:,form
dunghez.,hi
- De la.,form
dungă,hi
DUNGACI,orth
adj.,gramGrp
adj.,MorfDef
Regional,usg
Încăpățânat (Someș-Guruslău-Jibou),RegDef
"Cf. MAT.DIALECT. I, 209",abbr
-PL.:,form
"dungaci,-ce",hi
-,form
Dungă,hi
-aci,hi
DUNGARE,orth
s. f.,gramGrp
s. f.,MorfDef
"(Învechit, rar)",usg
Acțiunea de a,RegDef
dunga,hi
"Cf. PONTBRIANT, D.",abbr
-PL.:,form
dungări,hi
-V,form
dunga,hi
DUNGARIȘTE,orth
adj.,gramGrp
adj.,MorfDef
"(Învechit, rar)",usg
Carceră,RegDef
"Cf. MÂNDRESCU, I.G.44",abbr
-PL.:,form
dungariști,hi
-Din germ.,form
Dunkelarrest,hi
DUODENAL,orth
adj.,gramGrp
adj.,MorfDef
>,def
"Care ține de duoden, privitor la duoden; care se formează în duoden.",RegDef
Urdinarea se întâmplă când ațiditatea predomnește în mistuirea duodenală.,hi
MAN. SĂNAT. 33/6,abbr
Autorii pretind că au obținut cu etamon succese în ulcerul duodenal.,hi
"DANIELOPOLU, F.N.I, 114",abbr
"Excitând gustul și mirosul, ele.",hi
provoacă secreţia...duodenală,hi
"BELEA, P.A. 273, cf. DL,DM,M.D.ENC.",abbr
O altă acţiune medicală...a avut în vedere o boală destul de frecventă...şi anume ulcerul duodenal.,hi
"FLACĂRA,1975,NR.40,16,cf.DEX, DN2/abbr>",abbr
- Pronunţat:,form
du-o-.,hi
"duodenali,-e.",hi
- Din fr.,form
duodenal,hi
DUODENECTOMIE,orth
s.f.,gramGrp
s.f.,MorfDef
Rezecţie operatorie a duodenului,RegDef
"Cf.D.MED.,DN3",abbr
- Pronunţat:,form
du-o-.,hi
duodenectomii.,hi
- Din fr.,form
duodenectomie,hi
DUODENITĂ,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
Inflamaţie a mucoasei duodenale.,RegDef
"Cf.DER,D.MED.,DEX,DN3",abbr
- Pronunţat:,form
du-o-.,hi
duodenite,hi
- Din fr.,form
duodenite,hi
DUODENOPEXIE,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
Fixare chirurgicală a duodenului.,RegDef
"Cf.D.MED.,DN3",abbr
- Pronunţat:,form
du-o-.,hi
duodenopexii,hi
- Din fr.,form
duodenopexie.,hi
DUODENOSCOPIE,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
Examinarea a duodenului prin endoscopie,RegDef
"Cf.D.MED.,DN3",abbr
- Pronunţat:,form
du-o-.,hi
duodenoscopii.,hi
- Din fr.,form
duodenoscopie.,hi
DUODENOSTOMIE,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
Creare pe cale chirurgicală a unei comunicaţii între duoden şi exteriorul organismului.,RegDef
"Cf.D.MED.,DN3",abbr
- Pronunţat:,form
du-o-.,hi
duodenostomii.,hi
- Din fr.,form
duodenostomie.,hi
DUODENOTOMIE,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
Incizie operatorie a duodenului.,RegDef
"Cf.D.MED.,DN3",abbr
- Pronunţat:,form
du-o-.,hi
duodenotomii.,hi
- Din fr.,form
duodenotomie.,hi
DUODENUM,orth
s.f.,gramGrp
s.f.,MorfDef
duoden.,hi
DUODEŢIMAL,orth
adj.,gramGrp
adj.,MorfDef
duodecimal.,hi
DUODDIODĂ,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
"Tub electronic care conţine, într-un singur înveliş, două diode",RegDef
"Cf. LTR2,DER,DN3",abbr
- Pronunţat:,form
du-o-di-o.,hi
duodiode.,hi
- Din germ.,form
Duodiode.,hi
DUODDIODĂ,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
"Tub electronic care conţine, într-un singur înveliş, două diode",RegDef
"Cf. LTR2,DER,DN3",abbr
- Pronunţat:,form
du-o-di-o.,hi
duodiode.,hi
- Din germ.,form
Duodiode.,hi
DUODRAMĂ,orth
s.f.,gramGrp
s.f.,MorfDef
"(Învechit, rar)",usg
Piesă de teatru în care evolueayă numai două personaje,RegDef
"Cf. PROT.-POP.,N.D,COSTINESCU.",abbr
- Pronunţat:,form
du-o-.,hi
duodrame.,hi
- Din fr.,form
duodrame.,hi
DUOLET,orth
s.n.,gramGrp
s.n.,MorfDef
(Muz.),usg
Figură ritmică alcătuită din două note de durată egală cu aceea a trei note într-o măsură ternară.,RegDef
"Cf. CADE,DER,DN3",abbr
- Pronunţat:,form
du-o-.,hi
duolete.,hi
- Din fr.,form
duolet.,hi
DUOPOL,orth
s.n.,gramGrp
s.n.,MorfDef
(Ec.pol.),usg
"Tip de monopol caracteriyat prin existenţa a două firme care domină piaţa, producând şi vânyând acelaşi produse sau produse similare",RegDef
Cf. D.MAN.M.D.ENC3,abbr
- Pronunţat:,form
du-o-.,hi
duopoluri.,hi
- Din fr.,form
duopole.,hi
DUOTRIODĂ,orth
s.f.,gramGrp
s.f.,MorfDef
"Tub electronic care conţine, într+un singur înveliş, două triode",RegDef
"Cf. M.D.ENC.,DN3,DEX2",abbr
- Pronunţat:,form
du-o-trio-.,hi
duotriode.,hi
- Din germ.,form
Duotriode.,hi
DUOTRIODĂ,orth
s.f.,gramGrp
s.f.,MorfDef
"Tub electronic care conţine, într+un singur înveliş, două triode",RegDef
"Cf. M.D.ENC.,DN3,DEX2",abbr
- Pronunţat:,form
du-o-trio-.,hi
duotriode.,hi
- Din germ.,form
Duotriode.,hi
DUP1,orth
interj.,gramGrp
interj.,MorfDef
"Cuvânt care redă zgomotul făcut de un mers apăsat, de o încălţăminte grea.",RegDef
"Cf. RESMERIŢĂ, D., CADE,SCRIBAN, D.,DEX",abbr
"Cuvânt care redă zgomotul înfundat produs de o izbitură, de o căzătură etc..",quote
"Cf. RESMERIŢĂ, D., CADE,SCRIBAN, D.,DEX",abbr
-Onomatopee.,form
DUP2,orth
s.n.,gramGrp
s.n.,MorfDef
(Regional),usg
Smoc de lână sau de păr încâlcit,RegDef
"Cf. RESMERIŢĂ,D., ŞĂINEANU,D.U,CADE",abbr
"Vedea ieşind de sub bancă...nişte labe şi o coadă de câne,o coadă plină de dupuri, bătută de scai.",hi
"MIRONESCU,S.178,cf. SCRIBAN, D.",abbr
"Descântătoarea ie...un dup de lână, neagră sau vânătă.",hi
Unde vede-un dup de lână Fuge câte-o săptâmână.,hi
"ŞEZ. II, 215",abbr
"Morariu, meşter mare...s-o încins cu un dup de lână Ş+o luat ciocanu-n mână.",hi
"ib. XII, 129",abbr
(În forma dub),usg
Moţ2(1)la cal,RegDef
"Cf. DR.V,283",abbr
Faţă de pernă,RegDef
"Cf. LEXIC REG. 18, MAT. DIALECT. I, 209",abbr
"Bucată de piele acoperită cu păr, care se întrebuinţeayă la măturatul vetrei.",RegDef
Cf. CADE,abbr
>-Pl.:,form
dupuri.,hi
dupi.,hi
dub.,hi
-Cf.tc.,form
Dip.,hi
düp.,hi
DUP3,orth
s.m.,gramGrp
s.m.,MorfDef
1.(Prin sud-vestul Transilv.),usg
Butuc,RegDef
"Cf. ALR I 984/61, 65, 80, 87, 1 988/870, ALR II 6 406/64",abbr
"Bețișoare lungi și subțiri din lemn, cu care copiii se joacă, aruncându-le în aer și prinzându-le din zbor.",RegDef
"Cf. DDRF,BARCIANU,ȘĂINEANU,TDRG, RESMERIŢĂ,D.,CADE",abbr
"Se mai gioacă și în dupi, în țarc, cu mingea sau cu zmeii.",hi
"Cf. ALECSANDRI, P. 393",abbr
>-Pl.:,form
dupi.,hi
-Et.nec.,form
DUP4,orth
s. n. v.,gramGrp
s. n. v.,MorfDef
dop.,hi
DUPAC,orth
s.m.,gramGrp
s.m.,MorfDef
1.(Prin Mol.),usg
Lovitură dată cu pumnul,RegDef
"Cf. EMINESCU, O.XV,104,DDRF,ȘĂINEANU,TDRG,RESMERIŢĂ,D.,CADE",abbr
"Doar târziu. după ce-a dat câțiva dupaci în ușă, a auzit un glas.",hi
"Cf. POPA,v.49,cf.SCRIBAN,D.",abbr
"Ți-o trânti un dupac la fălci, de ți-or scapara ochii.",hi
"Cf. I.CR.IV,167,cf.LEXIC REG. 101",abbr
"Bețișoare lungi și subțiri din lemn, cu care copiii se joacă, aruncându-le în aer și prinzându-le din zbor.",RegDef
"Cf. DDRF,BARCIANU,ȘĂINEANU,TDRG, RESMERIŢĂ,D.,CADE",abbr
"Se mai gioacă și în dupi, în țarc, cu mingea sau cu zmeii.",hi
"Cf. ALECSANDRI, P. 393",abbr
>-Pl.:,form
dupaci.,hi
-Cf.,form
dup.,hi
DISULFURĂ,orth
s. f.,gramGrp
s. f.,MorfDef
"Combinație organică conținând sulf, cu structură tridimensională, cu miros neplăcut, insolubilă în apă și care se găsește în natură, în produse petroliere și în substanțe organice vii.",RegDef
Unele disulfuri complexe ... sunt eficace în reducerea coeficientului de fricțiune în uleiurile lubrifiante.,quote
"MACAROVICI, CH. 509",abbr
"[Usturoiul] conține ... uleiuri eterice cu miros specific, formate din disulfură de dialil.",quote
"BUTURĂ, EB. 1, 244",abbr
— Din fr. disulfure.,form
"DISULFURIC, -Ă",orth
adj.,gramGrp
adj.,MorfDef
Care ține de disulfură. Legătura disulfurică e una dintre cele mai importante structuri în chimia biologică.,RegDef
Legătura disulfurică e una dintre cele mai importante structuri în chimia biologică.,quote
"LTR VI, 560",abbr
"— PL.: disulfurici, -ce.",form
— Disulfură + suf. -ic. ?,form
"DISUNÂNT, -Ă",orth
adj.,gramGrp
adj.,MorfDef
v. disonant.,RegDef
DISUNANȚĂ,orth
s. f.,gramGrp
s. f.,MorfDef
s. f.,RegDef
DISUNANȚŢĂ,orth
s. f.,gramGrp
s. f.,MorfDef
v. disonanță.,RegDef
DISURIE,orth
s. f.,gramGrp
s. f.,MorfDef
Greutate în eliminarea urinei datorată unei stări patologice.,RegDef
"De va fi mai mare, [piatra] opreşte slobozirea udului ..., de scot pătimaşii sudori de greutatea eşirii ..., care se numeşte disuria.",quote
"EPISCUPESCU, PRACTICA, 400/29",abbr
"GOLESCU, C.",abbr
Adese copiii se cuprind de diarie ... sau de încuiere şi disurie (ieşirea cu greu a udului).,quote
"CORNEA, E. 1, 44/5",abbr
Prin disurie înțelegem eliminarea dureroasă a urinei.,quote
"BELEA, P. A. 509",abbr
— PL.: disurii.,form
— Din fr. dysurie.,form
DIŞĂLA,orth
vb. I,gramGrp
s. f.,MorfDef
v. disonanță.,RegDef
DIŞĂNȚA,orth
vb. I,gramGrp
vb. I,MorfDef
v. deşănţa,RegDef
"DIŞĂNŢAT, -Ă",orth
adj.,gramGrp
adj.,MorfDef
v. deşănţat,RegDef
"DIŞĂRAT, -Ă",orth
adj.,gramGrp
adj.,MorfDef
v. deşirat,RegDef
"DIŞĂRT, -Ă",orth
"adj., s. n.",gramGrp
"adj., s. n.",MorfDef
v. deşerti,RegDef
DIŞĂRTARE,orth
s. f.,gramGrp
s. f.,MorfDef
v. deşertare,RegDef
DIȘĂRTĂCIUNE,orth
s. f.,gramGrp
s. f.,MorfDef
v. deşertăciune,RegDef
DIȘCHEIĂ,orth
vb. I,gramGrp
vb. I,MorfDef
v. descheia,RegDef
DIȘCHIDE,orth
vb. III v. deschide,gramGrp
vb.,MorfDef
v. deschide,RegDef
DIȘCREȚIE,orth
s. f.,gramGrp
s. f.,MorfDef
v. discreţie,RegDef
"DIȘENȚAT, -Ă",orth
adj.,gramGrp
adj.,MorfDef
v. deşănţat,RegDef
DIŞERT,orth
s. n.,gramGrp
s. n.,MorfDef
v. deşert,RegDef
DIȘERTĂ,orth
vb. I,gramGrp
vb. I,MorfDef
v. deşerta,RegDef
DIŞERTARE,orth
s. f.,gramGrp
s. f.,MorfDef
v. deşertare,RegDef
DIŞFACE,orth
vb. III,gramGrp
vb. III,MorfDef
v. desface,RegDef
DIŞFĂCA,orth
vb. I,gramGrp
vb. I,MorfDef
v. desfăca,RegDef
DIŞMAŞ,orth
s. m.,gramGrp
s. m.,MorfDef
v. dijmaş,RegDef
DÎŞMĂ,orth
s. f.,gramGrp
s. f.,MorfDef
v. dijmă,RegDef
DIŞMUI,orth
vb. IV,gramGrp
vb. IV,MorfDef
v. dijmui,RegDef
DIȘNIȚĂ,orth
s. f.,gramGrp
s. f.,MorfDef
v. deşniță,RegDef
DIŞPENZAȚIE,orth
s. f.,gramGrp
s. f.,MorfDef
v. dispensaţie,RegDef
DIŞPOTOLUITOR,orth
s. m.,gramGrp
s. m.,MorfDef
v. disputuluitor,RegDef
DIŞPUTA,orth
vb. I,gramGrp
vb. I,MorfDef
v. disputa,RegDef
DIŞPUTARE,orth
s. f.,gramGrp
s. f.,MorfDef
v. disputare,RegDef
DIŞPUTĂ,orth
s. f.,gramGrp
s. f.,MorfDef
v. dispută,RegDef
DIŞPUTĂLUI,orth
vb. IV v. disputului,gramGrp
vb. IV,MorfDef
v. disputului,RegDef
DIŞPUTIRUI,orth
vb. IV,gramGrp
vb. IV,MorfDef
v. disputului,RegDef
DIŞPUTULUI,orth
vb. IV,gramGrp
vb. IV,MorfDef
v. disputului,RegDef
DIŞPUTULUIRE,orth
s. f.,gramGrp
s. f.,MorfDef
v. disputuluire,RegDef
DIȘPUTULUITOR,orth
s. m.,gramGrp
s. m.,MorfDef
v. disputuluitor,RegDef
"DIŞTEPT, -EAPTĂ",orth
adj.,gramGrp
adj.,MorfDef
v. deştept,RegDef
DIŞTEPTA,orth
vb. I,gramGrp
vb. I,MorfDef
v. deştepta,RegDef
DIŞTEPTARE,orth
s. f.,gramGrp
s. f.,MorfDef
v. deşteptare,RegDef
DIŞTERNE,orth
vb. III,gramGrp
vb. III,MorfDef
v. deşterne,RegDef
DIȘTRACȚIE,orth
s. f.,gramGrp
s. f.,MorfDef
v. distracţie,RegDef
"DIŞTRETUALIŞ, -Ă",orth
adj.,gramGrp
adj.,MorfDef
v. districtual,RegDef
DIŞTRICT,orth
s. n.,gramGrp
s. n.,MorfDef
v. district,RegDef
DÎȘCĂ,orth
s. f.,gramGrp
s. f.,MorfDef
(Învechit),usg
Scândură netedă şi geluită.,RegDef
— PL.: ?,form
— Din slavon. UNKNOWN,form
DIȘCULITURĂ,orth
s. f.,gramGrp
s. f.,MorfDef
(Regional),usg
Locul unde se îmbină bârnele la o casă .,RegDef
(Criştioru de Sus — Nucet),usg
— PL.: dişculituri.,form
—Cf.dişcă,form
DIŞLIGEA,orth
s. f.,gramGrp
s. f.,MorfDef
(Regional),usg
Unealtă de plugărie nedefinită mai îndeaproape.,RegDef
(Dunăreşti — Feteşti),usg
— PL.: ?,form
— Et. nec,form
ULTOIT,orth
s. n.,gramGrp
s. n.,MorfDef
v.,RegDef
altoit,hi
"ULTOIT,-Ă",orth
adj.,gramGrp
adj.,MorfDef
v.,RegDef
altoit,hi
"ULTOITURĂ,-Ă",orth
adj.,gramGrp
adj.,MorfDef
v.,RegDef
altoitură,hi
ULTRA-,orth
UNKNOWN,gramGrp
UNKNOWN,MorfDef
"Element de compunere care înseamnă „peste măsură de”, „foarte”, „dincolo de” și care servește la formarea unor adjective ca ultrascurt, ultrarapid și a unor substantive ca ultrasunet, ultracentrifugă.",RegDef
- Din lat.,form
ultra,hi
ultra-,hi
ULTRA,orth
s. m. invar,gramGrp
s. m. invar,MorfDef
"(Invechit,rar)",usg
Persoana care exagereaza in opiniile sale.,RegDef
- Din fr.,form
ultra.,hi
"ULTRAABUNDENT,-Ă",orth
adj.,gramGrp
adj.,MorfDef
Supraabundent.DSR.,RegDef
- Pronuntat:,form
-tra-a.,hi
- Pl.:,form
"abundenti,-te.",hi
-,form
Ultra-+abundent.,hi
"ULTRAACUSTIC, -Ă",orth
"s. f., adj.",gramGrp
"s. f., adj.",MorfDef
Parte a acusticii care se ocupă cu studierea ultrasunetelor.,RegDef
"Referitor la ultraacustică (1), de ultraacustică.",RegDef
- Pronunțat:,form
-tra-a-,hi
- Pl.:,form
"ultraacustici, -ce",hi
- Din fr.,form
ultraacoustique,hi
Ultraakustik,hi
"ULTRABAZIC,-Ă",orth
adj.,gramGrp
adj.,MorfDef
(Despre roci eruptive),usg
"Care este relativ sărac în silice, fiind alcătuit în special din olivină sau din piroxeni.",RegDef
- Pl.:,form
"ultrabazici, -ce",hi
- Din fr.,form
ultrabasique,hi
"ULTRACENTRAL,-Ă",orth
adj.,gramGrp
adj.,MorfDef
Care este situat in centrul unei localitati.,RegDef
Caut apartament ultracentral.,hi
L. ROM. 1987,abbr
- Pl.:,form
"ultracentrali,-e",hi
-,form
Ultra + central.,hi
ULTRACENTRIFUGA,orth
s. f.,gramGrp
s. f.,MorfDef
"Centrifugă cu turație foarte mare, care serveste la separarea prin sedimentare a particulelor coloidale, a unor virusuri etc.",RegDef
- Pl.:,form
ultracentrifuge,hi
-,form
Ultra- + centrifuga.,hi
ultracentrifugeuse,hi
ULTRACONDENSOR,orth
s. n.,gramGrp
s. n.,MorfDef
Condensor de lumină cu care sunt dotate ultramicroscoapele.,RegDef
- Pl.:,form
ultracondensoare.,hi
-,form
Ultra- + condensor.,hi
"ULTRACONFIDENTIAL,-Ă.",orth
adj.,gramGrp
adj.,MorfDef
(Rar),usg
Strict confidențial; strict secret.,RegDef
"In mod ultraconfidențial,Léger mi-a comunicat că... se studiază între organele militare franceze și italiene toate ipotezele care interesează ambele părți.",hi
"TITULESCU, D.",abbr
-,form
Pronuntat:-ti-al.,hi
- Pl.:,form
"ultraconfidentiali,-e.",hi
-,form
Ultra- + confidential.,hi
"ULTRACONFORTABIL,-Ă.",orth
adj.,gramGrp
adj.,MorfDef
Foarte confortabil.,RegDef
Apartament ultraconfortabil.,hi
L. ROM. 1987,abbr
- Pl.:,form
"ultraconfortabili,-e.",hi
-,form
Ultra- + confortabil.,hi
"ULTRACONSERVATOR, -OARE",orth
"adj., s.m. și f.",gramGrp
"adj., s.m. și f.",MorfDef
(Persoană),usg
care are idei conservatoare exagerate.,RegDef
- Pl.:,form
"ultraconservatori, -oare",hi
-,form
Ultra- + conservator,hi
ULTRADEMAGOG.,orth
s. m.,gramGrp
s. m.,MorfDef
Persoană care dă dovadă de o demagogie dusă la extrem.,RegDef
Clevetici ultrademagogul.,hi
"ALECSANDRI, T.",abbr
Alecsandri... atacă pe „ultrademagogi”.,hi
"IBRĂILEANU, SP. CR.",abbr
- Scris si:,form
ultra - demagog.,hi
- Pl.:,form
ultrademagogi.,hi
-,form
Ultra- + demagog.,hi
"ULTRADEMOCRAT,-Ă.",orth
adj.,gramGrp
adj.,MorfDef
Care afiseaza în mod exagerat democratismul; ultrademocratic.,RegDef
- Pl.:,form
"ultrademocrați,-te.",hi
-,form
Ultra- + democrat.,hi
"ULTRADEMOCRATIC,-Ă.",orth
adj.,gramGrp
adj.,MorfDef
Care afișeaza în mod exagerat democratismul; ultrademocrat.,RegDef
Oricât s-ar vorbi de partidul ultra-democratic.,hi
"MAIORESCU, D.",abbr
- Scris si:,form
ultra-democratic.,hi
- Pl.:,form
"ultrademocratici,-ce.",hi
-,form
Ultra- + democratic.,hi
"ULTRADIFERENȚIAT,-Ă.",orth
adj.,gramGrp
adj.,MorfDef
(Rar),usg
Diferențiat la extrem.,RegDef
"Natura problematică,ultradiferențiată, fără axă și cu substanșa nervoasă pulverizată a decadentului.",hi
"BLAGA,Z. 128.",abbr
- Pronuntat:,form
ți-at.,hi
- Pl.:,form
"ultradiferențiați,-te.",hi
-,form
Ultra-+ diferențiat.,hi
"ULTRAEFICIENT,-Ă.",orth
adj.,gramGrp
adj.,MorfDef
Foarte eficient.,RegDef
- Pronuntat:,form
-tra-e-fi-ci-ent,hi
- Pl.:,form
"ultraeficienți,-te.",hi
-,form
Ultra-+ eficient.,hi
"ULTRAELABORAT,-Ă.",orth
adj.,gramGrp
adj.,MorfDef
Foarte elaborat.,RegDef
- Pronunțat:,form
-tra-e-,hi
- Pl.:,form
"ultraelaborați,-te.",hi
-,form
Ultra-+ elaborat.,hi
"ULTRAETERAT,-Ă.",orth
adj.,gramGrp
adj.,MorfDef
(Rar),usg
Desprins cu totul de realitatea materială; eteric.,RegDef
