word,tag
larvele,usg
unor,usg
insecte,usg
sau,usg
despre,usg
organele,usg
unor,usg
plante),usg
Care,RegDef
are,RegDef
"aspectul,",RegDef
forma,RegDef
unei,RegDef
omizi.,RegDef
—,form
PL.:,form
"eruciformi,",form
-e.-,form
—,form
Din,form
fr.,form
éruciforme.-,form
ERUCTAȚIUNE,orth
s.,gramGrp
f.,gramGrp
s.,MorfDef
f.,MorfDef
v.,RegDef
eructaţie.,RegDef
ERUDICIUNE,orth
s.,gramGrp
f.,gramGrp
s.,MorfDef
f.,MorfDef
v.,RegDef
erudiție.,RegDef
ERUDIRE,orth
s.,gramGrp
f.,gramGrp
S.,MorfDef
F.,MorfDef
"(Livresc,",usg
rar),usg
"Instruire,",RegDef
învăţătură.,RegDef
Eminescu,quote
citea,quote
cu,quote
plăcere,quote
„imnele,quote
din,quote
Rig-Veda”...,quote
Și,quote
"el,",quote
ca,quote
"schopenhauerian,",quote
nu,quote
putea,quote
să,quote
se,quote
lipsească,quote
de,quote
o,quote
așa,quote
delectabilă,quote
erudire.,quote
ROMÂNIA,abbr
"LITERARĂ,",abbr
"1979,",abbr
nr.,abbr
"15,",abbr
7/2.,abbr
—,form
V.,form
erudi.-,form
"ERUDIT,",orth
-Ă,orth
adj.,gramGrp
(În,gramGrp
sintagma),gramGrp
Acid,gramGrp
erucic,gramGrp
=,gramGrp
acid,gramGrp
nesaturat,gramGrp
prezent,gramGrp
în,gramGrp
gliceride,gramGrp
şi,gramGrp
în,gramGrp
uleiurile,gramGrp
din,gramGrp
seminţele,gramGrp
de,gramGrp
rapiță,gramGrp
şi,gramGrp
de,gramGrp
muştar.,gramGrp
"adj,",MorfDef
s.,MorfDef
m.,MorfDef
şi,MorfDef
f.,MorfDef
(Rar),RegDef
Înroşire;,RegDef
"roşeaţă,",RegDef
îmbujorare.,RegDef
Acidul,quote
erucic,quote
se,quote
găseşte,quote
în,quote
proporția,quote
de,quote
40...57%,quote
din,quote
totalitatea,quote
acizilor,quote
graşi,quote
din,quote
uleiurile,quote
extrase,quote
din,quote
semințele,quote
diferitelor,quote
specii,quote
de,quote
rapiță.,quote
LTR?,abbr
Acidul,quote
erucic,quote
se,quote
găseşte,quote
în,quote
proporția,quote
de,quote
40...57%,quote
din,quote
totalitatea,quote
acizilor,quote
graşi,quote
din,quote
uleiurile,quote
extrase,quote
din,quote
semințele,quote
diferitelor,quote
specii,quote
de,quote
rapiță.,quote
LTR?,abbr
Acidul,quote
erucic,quote
se,quote
găseşte,quote
în,quote
proporția,quote
de,quote
40...57%,quote
din,quote
totalitatea,quote
acizilor,quote
graşi,quote
din,quote
uleiurile,quote
extrase,quote
din,quote
semințele,quote
diferitelor,quote
specii,quote
de,quote
rapiță.,quote
LTR?,abbr
Acidul,quote
erucic,quote
se,quote
găseşte,quote
în,quote
proporția,quote
de,quote
40...57%,quote
din,quote
totalitatea,quote
acizilor,quote
graşi,quote
din,quote
uleiurile,quote
extrase,quote
din,quote
semințele,quote
diferitelor,quote
specii,quote
de,quote
rapiță.,quote
LTR?,abbr
—,form
Din,form
fr.,form
érucique-,form
DUMBRĂ,orth
s.,gramGrp
f.,gramGrp
s.,MorfDef
f.,MorfDef
(Popular;,usg
în,usg
ghicitori;,usg
cu,usg
sens,usg
neprecizat),usg
"Dumbră,",hi
"Sumbră,",hi
Fără,hi
umbră,hi
Cf.,abbr
DR.,abbr
"I,",abbr
278,abbr
"GOROVEI,",abbr
"C.15,",abbr
"PASCU,",abbr
"C.30,",abbr
-,form
Cf.v.sl.,form
DUMBRĂȚ,orth
s.,gramGrp
m.,gramGrp
v.,gramGrp
s.,MorfDef
m.,MorfDef
v.,MorfDef
dumbeț.,hi
DUMBRĂVEAN,orth
adj.,gramGrp
adj.,MorfDef
(Rar),usg
Al,RegDef
"dumbrăvii,",RegDef
privitor,RegDef
la,RegDef
dumbravă;,RegDef
care,RegDef
are,RegDef
loc,RegDef
în,RegDef
dumbravă,RegDef
Amândoi,hi
însă,hi
în,hi
lume,hi
...,hi
Ici,hi
prin,hi
noaptea,hi
dumbrăvană,hi
și,hi
prin,hi
văi,hi
om,hi
duce-o,hi
bine,hi
"EMINESCU,",abbr
L.P.,abbr
137,abbr
"ALEXI,",abbr
"W.,",abbr
DEX,abbr
-,form
Pl.:,form
"dumbtăveni,",hi
-e.,hi
-,form
Dumbravă,hi
-ean.,hi
DUMBRĂVEANCĂ,orth
s.,gramGrp
f.,gramGrp
s.,MorfDef
f.,MorfDef
Pasăre,RegDef
migratoare,RegDef
cu,RegDef
pene,RegDef
albastre-verzui,RegDef
(Coracias,hi
garrulus),hi
Privesc,hi
sosind,hi
prin,hi
aer,hi
sburători,hi
cu,hi
mândre,hi
"pene,",hi
"Dumbrăvenci,",hi
granguri,hi
de,hi
aur,hi
"ALECSANDRI,",abbr
"P.III,",abbr
55,abbr
Dumbrăvence,hi
cu,hi
aripi,hi
verzi,hi
"ODOBESCU,",abbr
"S.III,",abbr
180,abbr
De,hi
unde,hi
se,hi
vede,hi
că-i,hi
vin,hi
la,hi
poporul,hi
român,hi
și,hi
numirile,hi
de,hi
dumbrăvancă,hi
"MARIAN,O.",abbr
"I,",abbr
62,abbr
"DDRF,",abbr
"ALEXI,",abbr
W.,abbr
"DDRF,",abbr
"ALEXI,",abbr
W.,abbr
Treceau,hi
în,hi
zboruri,hi
"joase,",hi
din,hi
când,hi
în,hi
când,hi
dumbrăvenci,hi
și,hi
turturele,hi
"SADOVEANU,",abbr
O.,abbr
"IX,",abbr
48,abbr
"SBĂCESCU,",abbr
PĂS.,abbr
"80,",abbr
DEX,abbr
-,form
Pl.:,form
dumbrăvenci,hi
dumbrăvence,hi
-,form
"dumbravă,",hi
dumbrăvean.,hi
DUMBRĂVIOARĂ,orth
s.,gramGrp
f.,gramGrp
s.,MorfDef
f.,MorfDef
Diminutiv,RegDef
al,RegDef
lui,RegDef
dumbravă;,hi
Pădurici,hi
şi,hi
dumbrăvioare,hi
pline,hi
de,hi
felurimi,hi
de,hi
coapaci.,hi
"GORJAN,",abbr
H.,abbr
"I,",abbr
"66/12,",abbr
"POLIZU,",abbr
"PONTRIBIANT,",abbr
D.,abbr
Într+o,hi
dumbrăvioară,hi
el,hi
yăreşte,hi
o,hi
căprioară,hi
"ALECSANDRI,",abbr
P.,abbr
"II,89.",abbr
"BARCIANU,",abbr
"V.,",abbr
"ALEXI,",abbr
W.,abbr
Sus,hi
pe-o,hi
dumbrăvioară,hi
deasă,hi
Multă,hi
ploe,hi
se,hi
revarsă.,hi
I.,abbr
CR.,abbr
"II,",abbr
53,abbr
DUMBRĂVIOARĂ,hi
"VERDE,",hi
"DEASĂ,",hi
cAPRELE,hi
SĂ,hi
TE,hi
MIJDREASCĂ.,hi
"FOLC.OLT.-MUNT,",abbr
"II,",abbr
253.,abbr
-,form
Pl.:,form
dumbrăvioare,hi
-,form
Dumbravă,hi
-ioară.,hi
DUMBREANĂ,orth
s.,gramGrp
f.,gramGrp
v.,gramGrp
s.,MorfDef
f.,MorfDef
v.,MorfDef
mreană.,hi
DUM-DUM,orth
s.,gramGrp
n.,gramGrp
s.,MorfDef
n.,MorfDef
(În,RegDef
sintagmă),RegDef
Glonţ,hi
proiectil,hi
dum-dum,hi
Cf.,abbr
ŞĂINEANU,abbr
D.,abbr
U.DEX,abbr
-,form
Din,form
fr.,form
"dum-dum,",hi
dum-dum.,hi
DUMEA,orth
s.,gramGrp
f.,gramGrp
s.,MorfDef
f.,MorfDef
(Turcism,RegDef
învechit),RegDef
Un,RegDef
fel,RegDef
de,RegDef
impozit,RegDef
Alte,hi
încărcări,hi
şi,hi
cheltuieli,hi
"multe,",hi
puţine,hi
ci,hi
"era,",hi
care,hi
să,hi
da,hi
mai,hi
nainte,hi
de,hi
vremea,hi
"oştirei,",hi
cu,hi
nume,hi
de,hi
"havaeturi,",hi
cu,hi
"dumeale,",hi
obuducturi,hi
şi,hi
"geaizăle,",hi
acelea,hi
s-au,hi
proptit,hi
şi,hi
s-au,hi
ridicat,hi
cu,hi
ştergirea,hi
de,hi
istov.,hi
(a.,abbr
1774),abbr
URICARIUL,abbr
"VI,",abbr
435,abbr
ŞIO,abbr
"II2,",abbr
49,abbr
-,form
Pl.:,form
dumele,hi
-Din,form
tc.,form
tume,hi
DUMEATA,orth
pron.,gramGrp
de,gramGrp
politețe,gramGrp
v.,gramGrp
pron.,MorfDef
de,MorfDef
politețe,MorfDef
v.,MorfDef
dumneata.,hi
DUMECA,orth
vb.,gramGrp
I,gramGrp
v.,gramGrp
vb.,MorfDef
I,MorfDef
v.,MorfDef
dumica.,hi
DUMENC,orth
adj.,gramGrp
adj.,MorfDef
(Regional),RegDef
Leneș,RegDef
Co.,abbr
din,abbr
STRAJA,abbr
-,abbr
VICOVU,abbr
DE,abbr
SUS,abbr
-,form
Pl.:,form
"dumenci,-ce",hi
-Et.nec.,form
DUMENECĂ,orth
s.f.v.,gramGrp
s.f.v.,MorfDef
duminică.,hi
DUMENICĂ,orth
s.f.v.,gramGrp
s.f.v.,MorfDef
duminică.,hi
DUMEREALĂ,orth
s.f.v.,gramGrp
s.f.v.,MorfDef
dumireală.,hi
DUMERI,orth
vb.,gramGrp
IV,gramGrp
v.,gramGrp
s.f.v.,MorfDef
dumiri.,hi
DUMERIRE,orth
s.f.v.,gramGrp
s.f.v.,MorfDef
dumirire.,hi
DUMERIT,orth
adj.,gramGrp
v.,gramGrp
adj.,MorfDef
v.,MorfDef
dumirit.,hi
DUMESNIC,orth
adj.,gramGrp
v.,gramGrp
adj.,MorfDef
v.,MorfDef
domestic.,hi
DUMESNICI,orth
vb.,gramGrp
IV,gramGrp
v.,gramGrp
vb.,MorfDef
IV,MorfDef
v.,MorfDef
domestici.,hi
DUMESNICIE,orth
s.f.v.,gramGrp
s.f.v.,MorfDef
domesticie.,hi
DUMESNICIRE,orth
s.f.v.,gramGrp
s.f.v.,MorfDef
domesticire.,hi
DUMESNICIT,orth
adj.,gramGrp
v.,gramGrp
adj.v.,MorfDef
domesticit.,hi
DUMESTEC,orth
adj.v.,gramGrp
adj.v.,MorfDef
domestic.,hi
DUMESTIC,orth
adj.s.m.v.,gramGrp
adj.s.m.v.,MorfDef
domestic.,hi
DUMESTICIT,orth
adj.v.,gramGrp
adj.v.,MorfDef
domesticit.,hi
"DUMESTNIC,-Ă",orth
adj.v.,gramGrp
adj.v.,MorfDef
domestic.,hi
DUMESTNICI,orth
vb.,gramGrp
IV,gramGrp
v.,gramGrp
vb.,MorfDef
IV,MorfDef
v.,MorfDef
domestici.,hi
DUMESTNICIT,orth
adj.v.,gramGrp
adj.v.,MorfDef
domestnicit.,hi
DUMEȘNIC,orth
adj.v.,gramGrp
adj.v.,MorfDef
domestic.,hi
DUMETA,orth
pron.,gramGrp
de,gramGrp
politețe,gramGrp
v.,gramGrp
pron.,MorfDef
de,MorfDef
politețe,MorfDef
v.,MorfDef
dumneata.,hi
DUMI,orth
vb.,gramGrp
IV,gramGrp
v.,gramGrp
vb.,MorfDef
IV,MorfDef
v.,MorfDef
dumăi.,hi
DUMIALUI,orth
pron.,gramGrp
de,gramGrp
politețe,gramGrp
v,gramGrp
pron.,MorfDef
de,MorfDef
politețe,MorfDef
v,MorfDef
dumăi.,hi
DUMIATA,orth
pron.,gramGrp
de,gramGrp
politețe,gramGrp
v,gramGrp
pron.,MorfDef
de,MorfDef
politețe,MorfDef
v,MorfDef
dumneata.,hi
DUMIAVOASTRĂ,orth
pron.,gramGrp
de,gramGrp
politețe,gramGrp
v,gramGrp
pron.,MorfDef
de,MorfDef
politețe,MorfDef
v,MorfDef
dumneavostră.,hi
DUMICA,orth
vb.,gramGrp
I.,gramGrp
vb.,MorfDef
I.,MorfDef
Tranz,hi
1.,RegDef
(Folosit,RegDef
și,RegDef
absol.,hi
(1).,hi
Și,hi
popa,hi
demicând,hi
Svântul,hi
Agneț,hi
în,hi
"patru,",hi
cu,hi
socotire,hi
și,hi
cu,hi
"smerenie,",hi
zice,hi
"DOSOFTEI,",abbr
L.,abbr
95,abbr
El,hi
fiarse,hi
fiertură,hi
și,hi
dumică,hi
pâine,hi
în,hi
scafă.,hi
BIBLIA,abbr
"(1688),",abbr
693/41,abbr
"cf.LB,",abbr
"VALIAN,V.,POLIZU,PONTBRIANT,",abbr
D.,abbr
Când,hi
pui,hi
lapte,hi
acru-n,hi
strachină,hi
și,hi
"mămăligă,",hi
dumică,hi
cu,hi
lingura,hi
mămăliga...ca,hi
s-ai,hi
prunci,hi
multișori,hi
"JIPESCU,",abbr
"ap.,",abbr
TDRG.,abbr
Nalba,hi
noi,hi
vom,hi
dumica,hi
Și,hi
pe,hi
voi,hi
vom,hi
ospăta.,hi
"MARIAN,",abbr
"NU.,",abbr
"535,",abbr
cf.,abbr
"DDRF,",abbr
"ALEXI,",abbr
W.,abbr
Iea,hi
o,hi
altă,hi
bucățică,hi
de,hi
"rădăcină,",hi
o,hi
dumică,hi
"bine,",hi
o,hi
amestecă,hi
cu,hi
ceapă,hi
N.,abbr
"LEON,",abbr
MED.,abbr
"69,",abbr
cf.,abbr
ȘĂINEANU2,abbr
Laptele,hi
din,hi
putine,hi
se,hi
făcuse,hi
acum,hi
steregheață;,hi
baciul,hi
își,hi
sumesese,hi
din,hi
nou,hi
"mânecile,",hi
vârî,hi
mâna-n,hi
ea..,hi
și,hi
prinse,hi
a,hi
o,hi
dumica.,hi
"LUNGIANU,",abbr
CL.,abbr
105,abbr
DUNĂREANCĂ,orth
s.f.,gramGrp
subst.,MorfDef
s.f.,MorfDef
1.,hi
Dunărencele,hi
sunt,hi
femei,hi
puternice.,hi
(Adjectival),usg
Femeile,hi
dunărence,hi
au,hi
costume,hi
specifice.,hi
(De,usg
obicei,usg
art.),usg
Numele,RegDef
unui,RegDef
dans,RegDef
popular;,RegDef
melodie,RegDef
după,RegDef
care,RegDef
se,RegDef
execută,RegDef
acest,RegDef
dans,RegDef
Jocurile,hi
călușarilor,hi
sunt:,hi
"bătuta,",hi
"chindia,",hi
"dunăreanca,",hi
băltăreasca,hi
"PAMFILE,",abbr
S.,abbr
V.,abbr
"69,",abbr
cf.,abbr
"VARONE,",abbr
"JOC.ROM.N.72,",abbr
H,abbr
IX,abbr
174,abbr
-PL.:,form
dunete.,hi
-Din,form
fr.,form
dunette.,hi
DUNĂREANȚ,orth
s.n.v.,gramGrp
s.n.v.,MorfDef
dunărinț.,hi
DUNĂRENȚ,orth
s.n.v.,gramGrp
s.n.v.,MorfDef
dunărinț.,hi
DUNĂRESC,orth
adj.,gramGrp
adj.,MorfDef
Referitor,RegDef
la,RegDef
"Dunăre,",RegDef
care,RegDef
aparține,RegDef
Dunării,RegDef
Pe,hi
malul,hi
dunăresc,hi
MAT.FOLK.,abbr
I,abbr
273,abbr
ALR,abbr
II,abbr
4,abbr
"365/36,",abbr
531.,abbr
-PL.:,form
dunărești.,hi
-,form
Dunăre,hi
-esc,hi
DUNĂRINȚ,orth
s.n.,gramGrp
s.n.,MorfDef
(Prin.Ban.),usg
Vânt,RegDef
ce,RegDef
bate,RegDef
dinspre,RegDef
"Dunăre,",RegDef
din,RegDef
direcția,RegDef
"sud,",RegDef
sud-vest,RegDef
Cf.,abbr
"PAMFILE,",abbr
VĂZD.,abbr
"54,",abbr
"CADE,BOCEANU,GL.,",abbr
CHEST.,abbr
IV,abbr
85/22,abbr
-Și.:,form
dunăreț.,hi
dunăreanț.,hi
-Cf.,form
Dunăre,hi
DUNĂRINȚĂ,orth
s.f.,gramGrp
s.f.,MorfDef
(Regional),usg
Pește,RegDef
înrudit,RegDef
cu,RegDef
"zvârluga,",RegDef
dar,RegDef
cu,RegDef
petele,RegDef
laterale,RegDef
mult,RegDef
mai,RegDef
mari,RegDef
și,RegDef
coloritul,RegDef
"violaceu,",RegDef
care,RegDef
trăiește,RegDef
numai,RegDef
în,RegDef
Dunăre,RegDef
(Cobitis,hi
bulgarica),hi
Cf.,abbr
"C.ANTONESCU,",abbr
P.97,abbr
-Pl.:,form
dunărințe.,hi
-Cf.,form
Dunăre,hi
DUNĂRIUȚĂ,orth
s.f.,gramGrp
s.f.,MorfDef
(Regional),usg
Joc,RegDef
acompaniat,RegDef
de,RegDef
lăutari.,RegDef
nedefinit,RegDef
mai,RegDef
îndeaproape,RegDef
Cf.,abbr
"PAMFILE,",abbr
J.,abbr
"III,",abbr
"16,",abbr
SFC,abbr
"IV,",abbr
"145,147",abbr
-Pronunțat:,form
-ri-u.,hi
dunăriuțe,hi
-Et.nec.,form
DUNCHEMAN,orth
s.m.,gramGrp
s.m.,MorfDef
(Nav.),usg
Fochist,RegDef
la,RegDef
caldarină,RegDef
Cf.,abbr
"CADE,",abbr
D.,abbr
MAR.,abbr
-Scris,form
și:,form
dunkeman.,hi
dunchemani,hi
-Din,form
germ.,form
Dunkelmann,hi
DUNDAR,orth
s.m.,gramGrp
subst.,MorfDef
(Regional;,usg
cu,usg
sens,usg
colectiv),usg
Mulțime,RegDef
de,RegDef
oameni,RegDef
aflată,RegDef
într-o,RegDef
casă,RegDef
(Godinești-Tismana),RegDef
Cf.,abbr
"GR.S.V.,120",abbr
-Din,form
sb.,form
dundar,hi
DUNETĂ,orth
s.f.,gramGrp
s.f.,MorfDef
Punte,RegDef
mică,RegDef
ridicată,RegDef
deasupra,RegDef
punții,RegDef
principale,RegDef
la,RegDef
pupa,RegDef
unei,RegDef
"nave,",RegDef
unde,RegDef
sunt,RegDef
amenajate,RegDef
cabinele,RegDef
echipajului,RegDef
"Comandantul,",hi
zi,hi
și,hi
noapte,hi
pe,hi
"dunetă..,",hi
observa,hi
mersul,hi
corabiei.,hi
"GHICA,",abbr
"C.E.I,22,",abbr
"cf.DDRF,",abbr
"ALEXI,",abbr
"W.,",abbr
"CADE,",abbr
ABC,abbr
MAR,abbr
La,hi
"pupă,",hi
pe,hi
"dunetă,",hi
toate,hi
erau,hi
împodobite,hi
cu,hi
bun,hi
gust,hi
BART,abbr
S.M.,abbr
"26,cf.",abbr
"SCRIBAN,",abbr
D.,abbr
Ușa,hi
unei,hi
cabine,hi
de,hi
sub,hi
dunetă,hi
se,hi
deschise,hi
"TUDORAN,",abbr
P.,abbr
"458,",abbr
"cf.DER,",abbr
"DEX,",abbr
DN3,abbr
Punte,RegDef
mică,RegDef
ridicată,RegDef
deasupra,RegDef
punții,RegDef
principale,RegDef
la,RegDef
pupa,RegDef
unei,RegDef
"nave,",RegDef
unde,RegDef
sunt,RegDef
amenajate,RegDef
cabinele,RegDef
echipajului,RegDef
"Comandantul,",hi
zi,hi
și,hi
noapte,hi
pe,hi
"dunetă..,",hi
observa,hi
mersul,hi
corabiei.,hi
"GHICA,",abbr
"C.E.I,22,",abbr
"cf.DDRF,",abbr
"ALEXI,",abbr
"W.,",abbr
"CADE,",abbr
ABC,abbr
MAR,abbr
La,hi
"pupă,",hi
pe,hi
"dunetă,",hi
toate,hi
erau,hi
împodobite,hi
cu,hi
bun,hi
gust,hi
BART,abbr
S.M.,abbr
"26,cf.",abbr
"SCRIBAN,",abbr
D.,abbr
Ușa,hi
unei,hi
cabine,hi
de,hi
sub,hi
dunetă,hi
se,hi
deschise,hi
"TUDORAN,",abbr
P.,abbr
"458,",abbr
"cf.DER,",abbr
"DEX,",abbr
DN3,abbr
(Prin,usg
ANALOGIE),usg
De,hi
pe,hi
duneta,hi
mesei,hi
de,hi
"scris,",hi
despre,hi
"elan,",hi
Voi,hi
consulta,hi
impresiile,hi
lui,hi
Melville.,hi
",",abbr
"VULPESC,",abbr
P.10,abbr
-,form
Pl.:,form
dunete.,hi
-,form
Din,form
fr.,form
dunette,hi
DUNGĂ,orth
vb.,gramGrp
I,gramGrp
vb.,MorfDef
I,MorfDef
Tranz,hi
A,RegDef
trage,RegDef
sau,RegDef
a,RegDef
trasa,RegDef
dungi,RegDef
(1.),hi
ext.,hi
"PONTBRIANT,",abbr
"D.,",abbr
LM,abbr
Credeți,hi
că,hi
un,hi
volovan...dungat,hi
cu,hi
zgârieturi,hi
"paralel,",hi
deșteaptă,hi
atâta,hi
poezie,hi
în,hi
mintea,hi
unui,hi
om,hi
lipsit,hi
de,hi
știință.,hi
"CONTEMPORANUL,",abbr
"I,",abbr
345,abbr
Tulpina,hi
ei,hi
dungată,hi
cu,hi
șanțuri,hi
în,hi
"lung,",hi
e,hi
acoperită,hi
de,hi
un,hi
praf,hi
verzui,hi
"VOICULESCU,",abbr
L.,abbr
55,abbr
La,hi
clasa,hi
a,hi
7-a,hi
m-am,hi
înfățișat,hi
cu,hi
mâneca,hi
tunicii,hi
dungată...de,hi
doua,hi
galoane,hi
de,hi
rănit,hi
"MIHĂESCU,",abbr
D.A.,abbr
11.,abbr
Părul,hi
altădată,hi
"blond,",hi
era,hi
acum,hi
dungat,hi
de,hi
șuvițe,hi
cărunte,hi
CONTEMP.,abbr
"1975,",abbr
NR.,abbr
1,abbr
"477,",abbr
Cf.,abbr
DEX2,abbr
-,form
Prez.,form
ind:,form
dunghez.,hi
-,form
De,form
la.,form
dungă,hi
DUNGACI,orth
adj.,gramGrp
adj.,MorfDef
Regional,usg
Încăpățânat,RegDef
(Someș-Guruslău-Jibou),RegDef
Cf.,abbr
MAT.DIALECT.,abbr
"I,",abbr
209,abbr
-PL.:,form
"dungaci,-ce",hi
-,form
Dungă,hi
-aci,hi
DUNGARE,orth
s.,gramGrp
f.,gramGrp
s.,MorfDef
f.,MorfDef
"(Învechit,",usg
rar),usg
Acțiunea,RegDef
de,RegDef
a,RegDef
dunga,hi
Cf.,abbr
"PONTBRIANT,",abbr
D.,abbr
-PL.:,form
dungări,hi
-V,form
dunga,hi
DUNGARIȘTE,orth
adj.,gramGrp
adj.,MorfDef
"(Învechit,",usg
rar),usg
Carceră,RegDef
Cf.,abbr
"MÂNDRESCU,",abbr
I.G.44,abbr
-PL.:,form
dungariști,hi
-Din,form
germ.,form
Dunkelarrest,hi
DUODENAL,orth
adj.,gramGrp
adj.,MorfDef
>,def
Care,RegDef
ține,RegDef
de,RegDef
"duoden,",RegDef
privitor,RegDef
la,RegDef
duoden;,RegDef
care,RegDef
se,RegDef
formează,RegDef
în,RegDef
duoden.,RegDef
Urdinarea,hi
se,hi
întâmplă,hi
când,hi
ațiditatea,hi
predomnește,hi
în,hi
mistuirea,hi
duodenală.,hi
MAN.,abbr
SĂNAT.,abbr
33/6,abbr
Autorii,hi
pretind,hi
că,hi
au,hi
obținut,hi
cu,hi
etamon,hi
succese,hi
în,hi
ulcerul,hi
duodenal.,hi
"DANIELOPOLU,",abbr
"F.N.I,",abbr
114,abbr
Excitând,hi
gustul,hi
și,hi
"mirosul,",hi
ele.,hi
provoacă,hi
secreţia...duodenală,hi
"BELEA,",abbr
P.A.,abbr
"273,",abbr
cf.,abbr
"DL,DM,M.D.ENC.",abbr
O,hi
altă,hi
acţiune,hi
medicală...a,hi
avut,hi
în,hi
vedere,hi
o,hi
boală,hi
destul,hi
de,hi
frecventă...şi,hi
anume,hi
ulcerul,hi
duodenal.,hi
"FLACĂRA,1975,NR.40,16,cf.DEX,",abbr
DN2/abbr>,abbr
-,form
Pronunţat:,form
du-o-.,hi
"duodenali,-e.",hi
-,form
Din,form
fr.,form
duodenal,hi
DUODENECTOMIE,orth
s.f.,gramGrp
s.f.,MorfDef
Rezecţie,RegDef
operatorie,RegDef
a,RegDef
duodenului,RegDef
"Cf.D.MED.,DN3",abbr
-,form
Pronunţat:,form
du-o-.,hi
duodenectomii.,hi
-,form
Din,form
fr.,form
duodenectomie,hi
DUODENITĂ,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
Inflamaţie,RegDef
a,RegDef
mucoasei,RegDef
duodenale.,RegDef
"Cf.DER,D.MED.,DEX,DN3",abbr
-,form
Pronunţat:,form
du-o-.,hi
duodenite,hi
-,form
Din,form
fr.,form
duodenite,hi
DUODENOPEXIE,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
Fixare,RegDef
chirurgicală,RegDef
a,RegDef
duodenului.,RegDef
"Cf.D.MED.,DN3",abbr
-,form
Pronunţat:,form
du-o-.,hi
duodenopexii,hi
-,form
Din,form
fr.,form
duodenopexie.,hi
DUODENOSCOPIE,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
Examinarea,RegDef
a,RegDef
duodenului,RegDef
prin,RegDef
endoscopie,RegDef
"Cf.D.MED.,DN3",abbr
-,form
Pronunţat:,form
du-o-.,hi
duodenoscopii.,hi
-,form
Din,form
fr.,form
duodenoscopie.,hi
DUODENOSTOMIE,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
Creare,RegDef
pe,RegDef
cale,RegDef
chirurgicală,RegDef
a,RegDef
unei,RegDef
comunicaţii,RegDef
între,RegDef
duoden,RegDef
şi,RegDef
exteriorul,RegDef
organismului.,RegDef
"Cf.D.MED.,DN3",abbr
-,form
Pronunţat:,form
du-o-.,hi
duodenostomii.,hi
-,form
Din,form
fr.,form
duodenostomie.,hi
DUODENOTOMIE,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
Incizie,RegDef
operatorie,RegDef
a,RegDef
duodenului.,RegDef
"Cf.D.MED.,DN3",abbr
-,form
Pronunţat:,form
du-o-.,hi
duodenotomii.,hi
-,form
Din,form
fr.,form
duodenotomie.,hi
DUODENUM,orth
s.f.,gramGrp
s.f.,MorfDef
duoden.,hi
DUODEŢIMAL,orth
adj.,gramGrp
adj.,MorfDef
duodecimal.,hi
DUODDIODĂ,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
Tub,RegDef
electronic,RegDef
care,RegDef
"conţine,",RegDef
într-un,RegDef
singur,RegDef
"înveliş,",RegDef
două,RegDef
diode,RegDef
Cf.,abbr
"LTR2,DER,DN3",abbr
-,form
Pronunţat:,form
du-o-di-o.,hi
duodiode.,hi
-,form
Din,form
germ.,form
Duodiode.,hi
DUODDIODĂ,orth
s.f.,gramGrp
s.f.,MorfDef
>,def
Tub,RegDef
electronic,RegDef
care,RegDef
"conţine,",RegDef
într-un,RegDef
singur,RegDef
"înveliş,",RegDef
două,RegDef
diode,RegDef
Cf.,abbr
"LTR2,DER,DN3",abbr
-,form
Pronunţat:,form
du-o-di-o.,hi
duodiode.,hi
-,form
Din,form
germ.,form
Duodiode.,hi
DUODRAMĂ,orth
s.f.,gramGrp
s.f.,MorfDef
"(Învechit,",usg
rar),usg
Piesă,RegDef
de,RegDef
teatru,RegDef
în,RegDef
care,RegDef
evolueayă,RegDef
numai,RegDef
două,RegDef
personaje,RegDef
Cf.,abbr
"PROT.-POP.,N.D,COSTINESCU.",abbr
-,form
Pronunţat:,form
du-o-.,hi
duodrame.,hi
-,form
Din,form
fr.,form
duodrame.,hi
DUOLET,orth
s.n.,gramGrp
s.n.,MorfDef
(Muz.),usg
Figură,RegDef
ritmică,RegDef
alcătuită,RegDef
din,RegDef
două,RegDef
note,RegDef
de,RegDef
durată,RegDef
egală,RegDef
cu,RegDef
aceea,RegDef
a,RegDef
trei,RegDef
note,RegDef
într-o,RegDef
măsură,RegDef
ternară.,RegDef
Cf.,abbr
"CADE,DER,DN3",abbr
-,form
Pronunţat:,form
du-o-.,hi
duolete.,hi
-,form
Din,form
fr.,form
duolet.,hi
DUOPOL,orth
s.n.,gramGrp
s.n.,MorfDef
(Ec.pol.),usg
Tip,RegDef
de,RegDef
monopol,RegDef
caracteriyat,RegDef
prin,RegDef
existenţa,RegDef
a,RegDef
două,RegDef
firme,RegDef
care,RegDef
domină,RegDef
"piaţa,",RegDef
producând,RegDef
şi,RegDef
vânyând,RegDef
acelaşi,RegDef
produse,RegDef
sau,RegDef
produse,RegDef
similare,RegDef
Cf.,abbr
D.MAN.M.D.ENC3,abbr
-,form
Pronunţat:,form
du-o-.,hi
duopoluri.,hi
-,form
Din,form
fr.,form
